"name","phylum.x","surface","mesopelagic","bathypelagic","abyssopelagic"
"Gemmula_hastula","Mollusca",895,NA,NA,NA
"Gemmula_kieneri","Mollusca",774,NA,NA,NA
"Gemmula_periscelida","Mollusca",620,574,469,NA
"Gemmuloborsonia_didyma","Mollusca",NA,292,NA,NA
"Gemmuloborsonia_jarrigei","Mollusca",NA,199,NA,NA
"Gemmuloborsonia_karubar","Mollusca",NA,1018,NA,NA
"Gemmuloborsonia_neocaledonica","Mollusca",NA,895,NA,NA
"Gemophos_auritulus","Mollusca",329,NA,NA,NA
"Gemophos_tinctus","Mollusca",356,NA,NA,NA
"Genaxinus_cookianus","Mollusca",52,41,NA,NA
"Genaxinus_debilis","Mollusca",1536,1484,671,NA
"Germonea_rachelae","Mollusca",NA,39,39,NA
"Geukensia_granosissima","Mollusca",283,NA,NA,NA
"Gibberula_catenata","Mollusca",350,NA,NA,NA
"Gibberula_fluctuata","Mollusca",302,NA,NA,NA
"Gibberula_lavalleeana","Mollusca",345,NA,NA,NA
"Gibberula_mazagonica","Mollusca",133,NA,NA,NA
"Gibberula_stella","Mollusca",24,NA,NA,NA
"Gibbula_cineraria","Mollusca",299,NA,NA,NA
"Gibbula_magus","Mollusca",498,293,NA,NA
"Gibbula_tumida","Mollusca",272,NA,NA,NA
"Gigantidas_gladius","Mollusca",NA,239,NA,NA
"Gigantidas_horikoshii","Mollusca",NA,36,NA,NA
"Gingicithara_lyrica","Mollusca",666,NA,NA,NA
"Glans_carpenteri","Mollusca",202,NA,NA,NA
"Glans_dominguensis","Mollusca",285,NA,NA,NA
"Glans_subquadrata","Mollusca",179,NA,NA,NA
"Glauconome_cerea","Mollusca",534,NA,NA,NA
"Glauconome_chinensis","Mollusca",270,NA,NA,NA
"Glauconome_corrugata","Mollusca",521,NA,NA,NA
"Globivenus_listeroides","Mollusca",298,NA,NA,NA
"Globivenus_rigida","Mollusca",361,NA,NA,NA
"Globivenus_rugatina","Mollusca",343,NA,NA,NA
"Globivenus_toreuma","Mollusca",1429,NA,NA,NA
"Glorichlamys_elegantissima","Mollusca",1823,NA,NA,NA
"Glorichlamys_quadrilirata","Mollusca",1017,NA,NA,NA
"Gloripallium_pallium","Mollusca",1845,NA,NA,NA
"Gloripallium_speciosum","Mollusca",760,NA,NA,NA
"Gloripallium_spiniferum","Mollusca",165,NA,NA,NA
"Glossocardia_agassizii","Mollusca",332,NA,NA,NA
"Glossocardia_obesa","Mollusca",1425,NA,NA,NA
"Glossodoris_cincta","Mollusca",1120,NA,NA,NA
"Glossodoris_electra","Mollusca",806,NA,NA,NA
"Glossodoris_hikuerensis","Mollusca",1346,NA,NA,NA
"Glossodoris_pallida","Mollusca",1024,NA,NA,NA
"Glossodoris_sedna","Mollusca",447,NA,NA,NA
"Glossodoris_symmetricus","Mollusca",811,NA,NA,NA
"Glossodoris_undaurum","Mollusca",36,NA,NA,NA
"Glycymeris_albolineata","Mollusca",180,106,NA,NA
"Glycymeris_amamiensis","Mollusca",1219,928,NA,NA
"Glycymeris_amboinensis","Mollusca",872,NA,NA,NA
"Glycymeris_americana","Mollusca",511,NA,NA,NA
"Glycymeris_aspera","Mollusca",855,579,NA,NA
"Glycymeris_bimaculata","Mollusca",170,146,NA,NA
"Glycymeris_decussata","Mollusca",685,411,NA,NA
"Glycymeris_gigantea","Mollusca",354,338,NA,NA
"Glycymeris_glycymeris","Mollusca",531,NA,NA,NA
"Glycymeris_insubrica","Mollusca",171,147,NA,NA
"Glycymeris_keenae","Mollusca",583,544,NA,NA
"Glycymeris_livida","Mollusca",214,NA,NA,NA
"Glycymeris_longior","Mollusca",153,NA,NA,NA
"Glycymeris_maculata","Mollusca",382,366,NA,NA
"Glycymeris_modesta","Mollusca",115,103,NA,NA
"Glycymeris_nummaria","Mollusca",186,NA,NA,NA
"Glycymeris_ovata","Mollusca",48,44,NA,NA
"Glycymeris_pectinata","Mollusca",801,519,NA,NA
"Glycymeris_pilosa","Mollusca",306,264,NA,NA
"Glycymeris_pilsbryi","Mollusca",217,128,NA,NA
"Glycymeris_reevei","Mollusca",1183,NA,NA,NA
"Glycymeris_rotunda","Mollusca",251,140,NA,NA
"Glycymeris_scripta","Mollusca",166,NA,NA,NA
"Glycymeris_septentrionalis","Mollusca",281,NA,NA,NA
"Glycymeris_spectralis","Mollusca",493,NA,NA,NA
"Glycymeris_spurca","Mollusca",753,491,NA,NA
"Glycymeris_subobsoleta","Mollusca",91,76,NA,NA
"Glycymeris_tenuicostata","Mollusca",1085,811,NA,NA
"Glycymeris_undata","Mollusca",535,NA,NA,NA
"Glycymeris_vestita","Mollusca",873,601,NA,NA
"Glycymeris_vovan","Mollusca",106,NA,NA,NA
"Glycymeris_yessoensis","Mollusca",484,334,NA,NA
"Glyphostoma_claudoni","Mollusca",108,NA,NA,NA
"Glyphostoma_epicasta","Mollusca",387,335,NA,NA
"Glyphostoma_gabbii","Mollusca",423,352,NA,NA
"Glyphostoma_pilsbryi","Mollusca",258,NA,NA,NA
"Glyphostoma_rostrata","Mollusca",NA,438,NA,NA
"Glyphoturris_eritima","Mollusca",281,NA,NA,NA
"Glyphoturris_quadrata","Mollusca",363,NA,NA,NA
"Glyphoturris_rugirima","Mollusca",392,310,NA,NA
"Glypteuthria_meridionalis","Mollusca",25,7,NA,NA
"Gobraeus_kazusensis","Mollusca",85,NA,NA,NA
"Godiva_rubrolineata","Mollusca",448,NA,NA,NA
"Goethemia_pinnulata","Mollusca",114,NA,NA,NA
"Gomphina_aequilatera","Mollusca",808,NA,NA,NA
"Gomphina_neastartoides","Mollusca",70,NA,NA,NA
"Gomphina_undulosa","Mollusca",943,NA,NA,NA
"Gomphina_veneriformis","Mollusca",85,NA,NA,NA
"Gonatus_fabricii","Mollusca",3686,2933,2019,NA
"Gonatus_onyx","Mollusca",541,483,309,NA
"Gonimyrtea_avia","Mollusca",171,177,NA,NA
"Gonimyrtea_concinna","Mollusca",50,NA,NA,NA
"Goniodoris_castanea","Mollusca",265,NA,NA,NA
"Goniodoris_meracula","Mollusca",48,NA,NA,NA
"Goniodoris_mercurialis","Mollusca",11,NA,NA,NA
"Goniodoris_mimula","Mollusca",69,NA,NA,NA
"Goniodoris_savignyi","Mollusca",1325,NA,NA,NA
"Gorgoleptis_emarginatus","Mollusca",NA,124,124,NA
"Gouldia_cerina","Mollusca",381,NA,NA,NA
"Graneledone_gonzalezi","Mollusca",NA,55,NA,NA
"Graneledone_verrucosa","Mollusca",NA,975,743,NA
"Graneledone_yamana","Mollusca",178,75,28,NA
"Granigyra_limata","Mollusca",NA,228,NA,NA
"Granigyra_oblatogyra","Mollusca",NA,90,57,NA
"Granulina_hadria","Mollusca",270,NA,NA,NA
"Graphicomassa_albina","Mollusca",665,NA,NA,NA
"Graphicomassa_ligula","Mollusca",811,NA,NA,NA
"Graphis_underwoodae","Mollusca",343,260,NA,NA
"Graptacme_acutissima","Mollusca",NA,7179,6785,NA
"Graptacme_africana","Mollusca",305,276,NA,NA
"Graptacme_calamus","Mollusca",612,NA,NA,NA
"Graptacme_eborea","Mollusca",675,NA,NA,NA
"Graptacme_elpis","Mollusca",134,109,NA,NA
"Graptacme_lactea","Mollusca",1345,NA,NA,NA
"Graptacme_nielseni","Mollusca",580,444,NA,NA
"Graptacme_perlonga","Mollusca",2241,2185,2065,1292
"Graptacme_semistriata","Mollusca",1013,NA,NA,NA
"Graptacme_semistriolata","Mollusca",609,NA,NA,NA
"Graptacme_splendida","Mollusca",108,NA,NA,NA
"Gregariella_barbata","Mollusca",70,NA,NA,NA
"Gregariella_chenui","Mollusca",679,NA,NA,NA
"Gregariella_coarctata","Mollusca",509,NA,NA,NA
"Gregariella_coralliophaga","Mollusca",1312,NA,NA,NA
"Gregariella_petagnae","Mollusca",416,318,NA,NA
"Gregariella_semigranata","Mollusca",154,NA,NA,NA
"Gregorioiscala_barazeri","Mollusca",NA,235,NA,NA
"Gregorioiscala_pachya","Mollusca",NA,637,NA,NA
"Grimalditeuthis_bonplandii","Mollusca",NA,28927,27638,NA
"Grimpoteuthis_boylei","Mollusca",NA,1355,1355,1037
"Grimpoteuthis_challengeri","Mollusca",NA,119,119,100
"Grimpoteuthis_discoveryi","Mollusca",NA,578,578,202
"Grimpoteuthis_wuelkeri","Mollusca",NA,1049,972,NA
"Guildfordia_triumphans","Mollusca",1003,864,NA,NA
"Guildfordia_yoka","Mollusca",NA,712,NA,NA
"Guraleus_tasmantis","Mollusca",8,8,NA,NA
"Gymnobela_agassizii","Mollusca",1284,1124,992,NA
"Gymnobela_bairdii","Mollusca",NA,1483,1378,510
"Gymnobela_blakeana","Mollusca",NA,597,475,NA
"Gymnobela_dagama","Mollusca",NA,81,78,NA
"Gymnobela_extensa","Mollusca",NA,330,288,NA
"Gymnobela_mitrodeta","Mollusca",NA,720,NA,NA
"Gymnobela_procera","Mollusca",NA,373,NA,NA
"Gymnodoris_alba","Mollusca",1701,NA,NA,NA
"Gymnodoris_aurita","Mollusca",740,NA,NA,NA
"Gymnodoris_citrina","Mollusca",1015,NA,NA,NA
"Gymnodoris_impudica","Mollusca",998,NA,NA,NA
"Gymnodoris_inornata","Mollusca",1092,NA,NA,NA
"Gymnodoris_okinawae","Mollusca",616,NA,NA,NA
"Gymnodoris_rubropapulosa","Mollusca",1212,NA,NA,NA
"Gyrineum_cuspidatum","Mollusca",320,NA,NA,NA
"Gyrineum_gyrinum","Mollusca",831,NA,NA,NA
"Gyrineum_lacunatum","Mollusca",1034,757,NA,NA
"Gyrineum_longicaudatum","Mollusca",1027,819,NA,NA
"Gyrineum_natator","Mollusca",186,NA,NA,NA
"Gyrineum_pusillum","Mollusca",755,NA,NA,NA
"Habromorula_biconica","Mollusca",743,NA,NA,NA
"Halgerda_batangas","Mollusca",602,NA,NA,NA
"Halgerda_brunneomaculata","Mollusca",570,NA,NA,NA
"Halgerda_punctata","Mollusca",378,NA,NA,NA
"Halgerda_terramtuentis","Mollusca",58,NA,NA,NA
"Halgerda_tessellata","Mollusca",1195,NA,NA,NA
"Halgerda_wasinensis","Mollusca",127,NA,NA,NA
"Halgerda_willeyi","Mollusca",1544,NA,NA,NA
"Haliella_stenostoma","Mollusca",936,800,458,NA
"Haliotinella_patinaria","Mollusca",253,NA,NA,NA
"Haliotis_asinina","Mollusca",1065,NA,NA,NA
"Haliotis_clathrata","Mollusca",973,NA,NA,NA
"Haliotis_corrugata","Mollusca",17,NA,NA,NA
"Haliotis_cracherodii","Mollusca",125,NA,NA,NA
"Haliotis_discus","Mollusca",63,NA,NA,NA
"Haliotis_diversicolor","Mollusca",97,NA,NA,NA
"Haliotis_dohrniana","Mollusca",709,NA,NA,NA
"Haliotis_fulgens","Mollusca",26,NA,NA,NA
"Haliotis_gigantea","Mollusca",63,NA,NA,NA
"Haliotis_glabra","Mollusca",402,NA,NA,NA
"Haliotis_jacnensis","Mollusca",569,NA,NA,NA
"Haliotis_kamtschatkana","Mollusca",110,NA,NA,NA
"Haliotis_midae","Mollusca",20,NA,NA,NA
"Haliotis_ovina","Mollusca",1200,NA,NA,NA
"Haliotis_planata","Mollusca",1183,NA,NA,NA
"Haliotis_pourtalesii","Mollusca",402,312,NA,NA
"Haliotis_rubra","Mollusca",128,NA,NA,NA
"Haliotis_rufescens","Mollusca",52,NA,NA,NA
"Haliotis_sorenseni","Mollusca",9,NA,NA,NA
"Haliotis_tuberculata","Mollusca",395,314,NA,NA
"Haliotis_varia","Mollusca",1262,NA,NA,NA
"Haliotis_walallensis","Mollusca",128,NA,NA,NA
"Haliphron_atlanticus","Mollusca",30434,29209,27826,16516
"Haliris_fischeriana","Mollusca",406,322,NA,NA
"Haliris_setosa","Mollusca",85,74,NA,NA
"Halistylus_columna","Mollusca",159,NA,NA,NA
"Hallaxa_chani","Mollusca",1057,NA,NA,NA
"Hallaxa_michaeli","Mollusca",142,NA,NA,NA
"Haloceras_trichotropoides","Mollusca",141,NA,NA,NA
"Haminoea_antillarum","Mollusca",296,NA,NA,NA
"Haminoea_cymbalum","Mollusca",1126,NA,NA,NA
"Haminoea_elegans","Mollusca",626,NA,NA,NA
"Haminoea_glabra","Mollusca",66,NA,NA,NA
"Haminoea_maugeansis","Mollusca",71,NA,NA,NA
"Haminoea_ovalis","Mollusca",231,NA,NA,NA
"Haminoea_petitii","Mollusca",446,NA,NA,NA
"Haminoea_solitaria","Mollusca",319,NA,NA,NA
"Haminoea_succinea","Mollusca",558,NA,NA,NA
"Hanleya_hanleyi","Mollusca",1826,1233,NA,NA
"Hapalochlaena_fasciata","Mollusca",11,NA,NA,NA
"Hapalochlaena_lunulata","Mollusca",984,NA,NA,NA
"Hapalochlaena_maculosa","Mollusca",335,NA,NA,NA
"Haplocochlias_nunezi","Mollusca",139,NA,NA,NA
"Haplocochlias_swifti","Mollusca",248,NA,NA,NA
"Harpa_amouretta","Mollusca",1101,NA,NA,NA
"Harpa_articularis","Mollusca",1327,936,NA,NA
"Harpa_harpa","Mollusca",1536,NA,NA,NA
"Harpa_major","Mollusca",1698,NA,NA,NA
"Harpago_chiragra","Mollusca",1649,NA,NA,NA
"Harpovoluta_charcoti","Mollusca",672,666,319,NA
"Hastula_cinerea","Mollusca",331,NA,NA,NA
"Hastula_hastata","Mollusca",329,NA,NA,NA
"Hastula_hectica","Mollusca",1217,NA,NA,NA
"Hastula_lanceata","Mollusca",795,NA,NA,NA
"Hastula_matheroniana","Mollusca",820,NA,NA,NA
"Hastula_penicillata","Mollusca",1143,NA,NA,NA
"Hastula_solida","Mollusca",764,NA,NA,NA
"Hastula_strigilata","Mollusca",814,NA,NA,NA
"Haumea_minuta","Mollusca",6663,6400,6218,3843
"Haumea_rehderi","Mollusca",7923,7632,7436,4641
"Haustellum_cabritii","Mollusca",48,NA,NA,NA
"Haustellum_haustellum","Mollusca",1557,NA,NA,NA
"Hebra_horrida","Mollusca",801,NA,NA,NA
"Hedylopsis_riseri","Mollusca",97,NA,NA,NA
"Heleobia_australis","Mollusca",195,NA,NA,NA
"Heliacus_bisulcatus","Mollusca",475,379,NA,NA
"Heliacus_caelatus","Mollusca",787,NA,NA,NA
"Heliacus_cylindricus","Mollusca",297,NA,NA,NA
"Heliacus_dorsuosus","Mollusca",272,NA,NA,NA
"Heliacus_fenestratus","Mollusca",860,NA,NA,NA
"Heliacus_implexus","Mollusca",1468,1129,NA,NA
"Heliacus_infundibuliformis","Mollusca",1310,NA,NA,NA
"Heliacus_perrieri","Mollusca",245,NA,NA,NA
"Heliacus_variegatus","Mollusca",1464,NA,NA,NA
"Helicocranchia_papillata","Mollusca",2698,2165,1574,NA
"Helicocranchia_pfefferi","Mollusca",18095,17485,NA,NA
"Helicoradomenia_acredema","Mollusca",NA,631,631,NA
"Helicoradomenia_juani","Mollusca",NA,139,139,NA
"Helminthope_psammobionta","Mollusca",153,NA,NA,NA
"Hemiaclis_incolorata","Mollusca",NA,17,13,NA
"Hemiarthrum_setulosum","Mollusca",914,821,NA,NA
"Hemilienardia_malleti","Mollusca",728,646,NA,NA
"Hemilienardia_ocellata","Mollusca",738,NA,NA,NA
"Hemipecten_forbesianus","Mollusca",1330,NA,NA,NA
"Hemipolygona_cariniferus","Mollusca",189,NA,NA,NA
"Hemipolygona_mcgintyi","Mollusca",286,NA,NA,NA
"Hemitoma_emarginata","Mollusca",249,NA,NA,NA
"Hemitoma_octoradiata","Mollusca",273,NA,NA,NA
"Hemitoma_panhi","Mollusca",505,NA,NA,NA
"Henrya_goldmani","Mollusca",205,NA,NA,NA
"Henrya_morrisoni","Mollusca",173,NA,NA,NA
"Hermissenda_crassicornis","Mollusca",832,NA,NA,NA
"Herpetopoma_atratum","Mollusca",883,NA,NA,NA
"Hesperancilla_matthewsi","Mollusca",30,NA,NA,NA
"Hespererato_maugeriae","Mollusca",368,NA,NA,NA
"Heteranomia_squamula","Mollusca",255,160,NA,NA
"Heterocithara_seriliola","Mollusca",476,404,NA,NA
"Heterocithara_tribulationis","Mollusca",556,482,NA,NA
"Heterodonax_bimaculatus","Mollusca",190,NA,NA,NA
"Heteroglypta_contraria","Mollusca",990,NA,NA,NA
"Heterololigo_bleekeri","Mollusca",68,NA,NA,NA
"Heteroschismoides_subterfissus","Mollusca",NA,2056,1885,NA
"Heteroteuthis_dispar","Mollusca",NA,4862,4375,NA
"Heteroteuthis_serventyi","Mollusca",NA,1973,NA,NA
"Heteroteuthis_weberi","Mollusca",NA,1237,1080,317
"Heteroturris_gemmuloides","Mollusca",NA,244,NA,NA
"Hexabranchus_morsomus","Mollusca",136,NA,NA,NA
"Hexabranchus_sanguineus","Mollusca",1583,NA,NA,NA
"Hexaplex_fulvescens","Mollusca",362,NA,NA,NA
"Hexaplex_kusterianus","Mollusca",256,NA,NA,NA
"Hexaplex_trunculus","Mollusca",279,NA,NA,NA
"Hiatavolva_coarctata","Mollusca",1094,832,NA,NA
"Hiatella_arctica","Mollusca",6474,4247,NA,NA
"Hiatella_azaria","Mollusca",148,NA,NA,NA
"Hiatella_pholadis","Mollusca",37,NA,NA,NA
"Hiatula_rosea","Mollusca",197,NA,NA,NA
"Hindsiclava_alesidota","Mollusca",379,298,NA,NA
"Hindsiclava_chazaliei","Mollusca",65,NA,NA,NA
"Hindsiclava_macilenta","Mollusca",343,278,NA,NA
"Hindsiclava_rosenstielana","Mollusca",NA,226,208,NA
"Hindsiclava_tippetti","Mollusca",40,NA,NA,NA
"Hinea_brasiliana","Mollusca",367,NA,NA,NA
"Hinea_lineata","Mollusca",202,NA,NA,NA
"Hinnites_corallinus","Mollusca",818,727,676,519
"Hipponix_antiquatus","Mollusca",394,323,NA,NA
"Hipponix_benthophila","Mollusca",311,280,NA,NA
"Hipponix_conicus","Mollusca",1817,NA,NA,NA
"Hipponix_incurvus","Mollusca",422,327,NA,NA
"Hipponix_subrufus","Mollusca",396,325,NA,NA
"Hippopus_hippopus","Mollusca",1260,NA,NA,NA
"Hippopus_porcellanus","Mollusca",560,NA,NA,NA
"Hirtomurex_filiaregis","Mollusca",895,857,NA,NA
"Hirtomurex_tangaroa","Mollusca",NA,174,170,NA
"Hirtopelta_hirta","Mollusca",NA,904,904,NA
"Histioteuthis_arcturi","Mollusca",3869,3381,2844,NA
"Histioteuthis_bonnellii","Mollusca",5145,4370,3359,NA
"Histioteuthis_celetaria","Mollusca",7972,7416,6819,NA
"Histioteuthis_corona","Mollusca",NA,1336,1096,NA
"Histioteuthis_elongata","Mollusca",NA,327,194,NA
"Histioteuthis_macrohista","Mollusca",746,728,610,NA
"Histioteuthis_meleagroteuthis","Mollusca",20020,19227,18277,NA
"Histioteuthis_reversa","Mollusca",4568,4152,3760,1568
"Homalacantha_anatomica","Mollusca",842,NA,NA,NA
"Homalocantha_anomaliae","Mollusca",1009,743,NA,NA
"Homalocantha_scorpio","Mollusca",793,NA,NA,NA
"Homalopoma_albidum","Mollusca",534,473,374,NA
"Homalopoma_boffii","Mollusca",46,43,NA,NA
"Homalopoma_cunninghami","Mollusca",92,55,NA,NA
"Homalopoma_eoa","Mollusca",NA,796,NA,NA
"Homalopoma_laevigatum","Mollusca",792,529,NA,NA
"Homalopoma_linnei","Mollusca",477,419,314,NA
"Hoplodoris_nodulosa","Mollusca",1319,NA,NA,NA
"Horologica_cowei","Mollusca",25,NA,NA,NA
"Horologica_dirempta","Mollusca",99,91,NA,NA
"Horologica_pupa","Mollusca",363,NA,NA,NA
"Houbricka_incisa","Mollusca",204,NA,NA,NA
"Humilaria_kennerleyi","Mollusca",87,NA,NA,NA
"Hummelinckiella_borinquensis","Mollusca",151,NA,NA,NA
"Hunkydora_novozelandica","Mollusca",77,66,NA,NA
"Hyalina_pallida","Mollusca",259,NA,NA,NA
"Hyalina_styria","Mollusca",265,224,NA,NA
"Hyalocylis_striata","Mollusca",3327,2667,1980,NA
"Hyalogyrina_globularis","Mollusca",NA,27,27,NA
"Hyalopecten_frigidus","Mollusca",NA,825,800,40
"Hyalopecten_hadalis","Mollusca",NA,2247,2231,1608
"Hyalopecten_undatus","Mollusca",330,308,293,152
"Hyalorisia_galea","Mollusca",NA,199,NA,NA
"Hyaloteuthis_pelagica","Mollusca",7363,6228,4959,NA
"Hydatina_amplustre","Mollusca",1398,NA,NA,NA
"Hydatina_physis","Mollusca",2345,NA,NA,NA
"Hydatina_vesicaria","Mollusca",317,NA,NA,NA
"Hydatina_zonata","Mollusca",890,NA,NA,NA
"Hydrobia_ulvae","Mollusca",673,NA,NA,NA
"Hyotissa_hyotis","Mollusca",2270,NA,NA,NA
"Hyotissa_mcgintyi","Mollusca",347,NA,NA,NA
"Hypselodoris_bayeri","Mollusca",245,NA,NA,NA
"Hypselodoris_bennetti","Mollusca",129,NA,NA,NA
"Hypselodoris_infucata","Mollusca",1466,NA,NA,NA
"Hypselodoris_lilyeveae","Mollusca",149,NA,NA,NA
"Hypselodoris_nigrostriata","Mollusca",1466,1063,NA,NA
"Hypselodoris_picta","Mollusca",293,NA,NA,NA
"Hypselodoris_ruthae","Mollusca",204,NA,NA,NA
"Hypselodoris_sycilla","Mollusca",381,NA,NA,NA
"Iacra_japonica","Mollusca",36,NA,NA,NA
"Iacra_seychellarum","Mollusca",26,NA,NA,NA
"Idas_japonica","Mollusca",880,818,673,NA
"Idas_modiolaeformis","Mollusca",NA,136,96,NA
"Idiosepius_notoides","Mollusca",162,NA,NA,NA
"Idiosepius_paradoxus","Mollusca",797,NA,NA,NA
"Idiosepius_pygmaeus","Mollusca",686,NA,NA,NA
"Idioteuthis_danae","Mollusca",1220,1169,1061,NA
"Idioteuthis_hjorti","Mollusca",11423,10816,10138,NA
"Ifremeria_nautilei","Mollusca",NA,2011,1969,NA
"Ilbia_ilbi","Mollusca",110,NA,NA,NA
"Illex_argentinus","Mollusca",263,161,NA,NA
"Illex_coindetii","Mollusca",2234,1589,895,NA
"Illex_illecebrosus","Mollusca",1419,886,341,NA
"Illex_oxygonius","Mollusca",1020,704,NA,NA
"Ilyanassa_obsoleta","Mollusca",279,NA,NA,NA
"Imbricaria_conovula","Mollusca",621,NA,NA,NA
"Imbricaria_conularis","Mollusca",908,NA,NA,NA
"Imbricaria_olivaeformis","Mollusca",779,NA,NA,NA
"Imbricaria_punctata","Mollusca",1185,NA,NA,NA
"Imbricaria_vanikoroensis","Mollusca",666,NA,NA,NA
"Indomitrella_conspersa","Mollusca",703,NA,NA,NA
"Indothais_lacera","Mollusca",1203,NA,NA,NA
"Inella_colon","Mollusca",244,231,185,NA
"Inella_pompona","Mollusca",174,147,NA,NA
"Iniforis_casta","Mollusca",191,NA,NA,NA
"Iniforis_turristhomae","Mollusca",350,NA,NA,NA
"Inioteuthis_maculosa","Mollusca",1412,1035,NA,NA
"Inodrillia_acova","Mollusca",257,216,NA,NA
"Inodrillia_aepynota","Mollusca",311,241,NA,NA
"Inodrillia_avira","Mollusca",185,158,NA,NA
"Inodrillia_cestrota","Mollusca",NA,216,NA,NA
"Inodrillia_dalli","Mollusca",35,25,NA,NA
"Inodrillia_dido","Mollusca",170,NA,NA,NA
"Inodrillia_hesperia","Mollusca",NA,214,NA,NA
"Inodrillia_hilda","Mollusca",NA,212,NA,NA
"Inodrillia_ino","Mollusca",247,216,NA,NA
"Inodrillia_miamia","Mollusca",167,120,NA,NA
"Inodrillia_nucleata","Mollusca",308,271,NA,NA
"Inodrillia_pharcida","Mollusca",323,310,257,NA
"Inodrillia_vetula","Mollusca",199,NA,NA,NA
"Inquisitor_minimarus","Mollusca",51,NA,NA,NA
"Inquisitor_minutosternalis","Mollusca",76,31,NA,NA
"Inquisitor_varicosa","Mollusca",412,NA,NA,NA
"Iothia_coppingeri","Mollusca",1238,1235,557,NA
"Iothia_radiata","Mollusca",81,64,NA,NA
"Iotyrris_cingulifera","Mollusca",785,NA,NA,NA
"Iotyrris_marquesensis","Mollusca",21,NA,NA,NA
"Iphigenia_brasiliana","Mollusca",329,NA,NA,NA
"Iravadia_quadrasi","Mollusca",1190,NA,NA,NA
"Iredalea_macleayi","Mollusca",417,NA,NA,NA
"Irus_macrophyllus","Mollusca",1143,NA,NA,NA
"Ischadium_recurvum","Mollusca",263,NA,NA,NA
"Ischnochiton_dilatosculptus","Mollusca",169,NA,NA,NA
"Ischnochiton_erythronotus","Mollusca",254,NA,NA,NA
"Ischnochiton_hakodadensis","Mollusca",165,NA,NA,NA
"Ischnochiton_hartmeyeri","Mollusca",260,NA,NA,NA
"Ischnochiton_niveus","Mollusca",219,NA,NA,NA
"Ischnochiton_papillosus","Mollusca",296,NA,NA,NA
"Ischnochiton_pseudovirgatus","Mollusca",188,NA,NA,NA
"Ischnochiton_punctulatissimus","Mollusca",20,NA,NA,NA
"Ischnochiton_pusio","Mollusca",104,NA,NA,NA
"Ischnochiton_rhodolithophilus","Mollusca",157,NA,NA,NA
"Ischnochiton_rissoi","Mollusca",418,275,NA,NA
"Ischnochiton_stramineus","Mollusca",19,NA,NA,NA
"Ischnochiton_striolatus","Mollusca",353,NA,NA,NA
"Ischnochiton_yerburyi","Mollusca",230,NA,NA,NA
"Iselica_globosa","Mollusca",212,132,NA,NA
"Isognomon_anomioides","Mollusca",1391,NA,NA,NA
"Isognomon_bicolor","Mollusca",395,NA,NA,NA
"Isognomon_ephippium","Mollusca",1829,NA,NA,NA
"Isognomon_incisum","Mollusca",259,NA,NA,NA
"Isognomon_isognomum","Mollusca",1597,NA,NA,NA
"Isognomon_janus","Mollusca",361,NA,NA,NA
"Isognomon_legumen","Mollusca",1602,NA,NA,NA
"Isognomon_perna","Mollusca",1559,NA,NA,NA
"Isognomon_radiatus","Mollusca",925,NA,NA,NA
"Isognomon_recognitus","Mollusca",356,NA,NA,NA
"Isorropodon_perplexum","Mollusca",6618,6266,5857,3562
"Isotriphora_peetersae","Mollusca",192,NA,NA,NA
"Issena_pacifica","Mollusca",2863,2012,NA,NA
"Issena_ramosa","Mollusca",280,184,NA,NA
"Ithycythara_auberiana","Mollusca",364,NA,NA,NA
"Ithycythara_cymella","Mollusca",339,296,NA,NA
"Ithycythara_lanceolata","Mollusca",368,NA,NA,NA
"Ithycythara_parkeri","Mollusca",277,NA,NA,NA
"Ithycythara_psila","Mollusca",400,320,NA,NA
"Ithycythara_rubricata","Mollusca",239,NA,NA,NA
"Ividia_havanensis","Mollusca",442,366,264,NA
"Janolus_comis","Mollusca",442,NA,NA,NA
"Janolus_hyalinus","Mollusca",283,NA,NA,NA
"Janthina_globosa","Mollusca",369,NA,NA,NA
"Janthina_janthina","Mollusca",1309,NA,NA,NA
"Japetella_diaphana","Mollusca",NA,19218,17924,6823
"Japonactaeon_punctostriatus","Mollusca",442,NA,NA,NA
"Jaspidella_blanesi","Mollusca",278,NA,NA,NA
"Jaspidella_jaspidea","Mollusca",314,NA,NA,NA
"Jitlada_arsinoensis","Mollusca",75,NA,NA,NA
"Joculator_sublima","Mollusca",105,97,NA,NA
"Jolya_rhomboidea","Mollusca",412,NA,NA,NA
"Jorunna_funebris","Mollusca",1284,NA,NA,NA
"Jorunna_hartleyi","Mollusca",76,NA,NA,NA
"Jorunna_pantherina","Mollusca",570,NA,NA,NA
"Jorunna_spazzola","Mollusca",264,NA,NA,NA
"Jouannetia_cumingi","Mollusca",1002,NA,NA,NA
"Jouannetia_globulosa","Mollusca",505,NA,NA,NA
"Jouannetia_quillingi","Mollusca",315,NA,NA,NA
"Joubiniteuthis_portieri","Mollusca",16394,15218,13929,NA
"Julia_zebra","Mollusca",1121,NA,NA,NA
"Juliacorbula_aequivalvis","Mollusca",361,NA,NA,NA
"Juxtamusium_coudeini","Mollusca",920,NA,NA,NA
"Juxtamusium_maldivense","Mollusca",914,NA,NA,NA
"Kaloplocamus_ramosus","Mollusca",903,NA,NA,NA
"Katelysia_japonica","Mollusca",1055,NA,NA,NA
